
 num     #instances         #bytes  class name
1164:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
1165:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
1166:             3             72  org.yaml.snakeyaml.DumperOptions$FlowStyle
1167:             3             72  org.yaml.snakeyaml.DumperOptions$LineBreak
1168:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
1169:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1170:             3             72  sun.nio.ch.PipeImpl
1171:             3             72  sun.nio.ch.PipeImpl$Initializer
1172:             3             72  sun.nio.ch.WindowsSelectorImpl$FinishLock
1173:             3             72  sun.nio.ch.WindowsSelectorImpl$StartLock
1174:             3             72  sun.security.provider.PolicyFile$PolicyEntry
1175:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
1176:             2             64  [Lcom.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer;
1177:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
1178:             2             64  [Ljava.lang.annotation.RetentionPolicy;
1179:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform;
1180:             2             64  [Ljava.util.stream.Collector$Characteristics;
1181:             2             64  [Ljavax.servlet.SessionTrackingMode;
1182:             1             64  [Lorg.apache.catalina.LifecycleState;
1183:             3             64  [Lorg.apache.catalina.connector.Connector;
1184:             2             64  [Lorg.springframework.beans.factory.annotation.Autowire;
1185:             2             64  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
1186:             2             64  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
1187:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
1188:             2             64  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
1189:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
1190:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget;
1191:             1             64  ch.qos.logback.classic.PatternLayout
1192:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
1193:             2             64  ch.qos.logback.core.util.COWArrayList
1194:             2             64  ch.qos.logback.core.util.CachingDateFormatter
1195:             1             64  com.fasterxml.classmate.util.ResolvedTypeCache$CacheMap
1196:             2             64  com.fasterxml.jackson.core.io.SerializedString
1197:             4             64  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1198:             4             64  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1199:             4             64  com.fasterxml.jackson.databind.module.SimpleKeyDeserializers
1200:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
1201:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
1202:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
1203:             4             64  com.fasterxml.jackson.databind.util.RootNameLookup
1204:             4             64  com.fasterxml.jackson.datatype.jdk8.Jdk8Deserializers
1205:             4             64  com.fasterxml.jackson.datatype.jdk8.Jdk8Serializers
1206:             4             64  com.fasterxml.jackson.datatype.jdk8.Jdk8TypeModifier
1207:             4             64  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule$1
1208:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
1209:             2             64  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property
1210:             1             64  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner
1211:             2             64  com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl
1212:             2             64  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
1213:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
1214:             4             64  com.sun.proxy.$Proxy12
1215:             4             64  com.sun.proxy.$Proxy29
1216:             4             64  com.sun.proxy.$Proxy40
1217:             4             64  com.sun.proxy.$Proxy41
1218:             4             64  com.sun.proxy.$Proxy48
1219:             4             64  com.sun.proxy.$Proxy51
1220:             4             64  com.sun.proxy.$Proxy52
1221:             4             64  com.sun.proxy.$Proxy8
1222:             2             64  java.io.PrintStream
1223:             2             64  java.lang.ClassValue$Entry
1224:             2             64  java.lang.StringCoding$StringEncoder
1225:             2             64  java.lang.VirtualMachineError
1226:             2             64  java.lang.ref.ReferenceQueue$Null
1227:             2             64  java.security.BasicPermissionCollection
1228:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser
1229:             2             64  java.time.temporal.IsoFields$Unit
1230:             4             64  java.util.Optional
1231:             2             64  java.util.Random
1232:             2             64  java.util.concurrent.CountDownLatch$Sync
1233:             1             64  org.apache.catalina.core.ApplicationContext
1234:             1             64  org.apache.catalina.loader.WebappLoader
1235:             1             64  org.apache.catalina.mapper.Mapper$ContextVersion
1236:             1             64  org.apache.catalina.servlets.DefaultServlet
1237:             1             64  org.apache.catalina.webresources.DirResourceSet
1238:             2             64  org.apache.logging.log4j.util.PropertiesUtil$Environment
1239:             1             64  org.springframework.aop.framework.ProxyFactory
1240:             4             64  org.springframework.beans.ExtendedBeanInfo$PropertyDescriptorComparator
1241:             1             64  org.springframework.beans.factory.config.DependencyDescriptor$1
1242:             2             64  org.springframework.beans.factory.support.BeanDefinitionDefaults
1243:             2             64  org.springframework.beans.factory.support.BeanDefinitionValueResolver
1244:             1             64  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider$2
1245:             1             64  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider$3
1246:             1             64  org.springframework.beans.factory.support.DefaultListableBeanFactory$MultiElementDescriptor
1247:             1             64  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties
1248:             4             64  org.springframework.boot.context.properties.FilteredPropertySources$$Lambda$187/2005167404
1249:             4             64  org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementValidator
1250:             1             64  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1251:             4             64  org.springframework.context.annotation.ConditionEvaluator
1252:             1             64  org.springframework.context.annotation.ConfigurationClassParser
1253:             1             64  org.springframework.context.annotation.ConfigurationClassPostProcessor
1254:             4             64  org.springframework.core.convert.support.CollectionToArrayConverter
